Name,Type,Brand,Speaker Maximum,Connectivity Technology,Audio Output Mode,Mounting Type
8 Gauge Speaker Wire - Red/Black (100 Feet) Car Audio Home Theater Sub Woofer Stranded Cable 2 Conductor Power Ground,None,None,None,None,None,https://www.amazon.com/Gauge-Speaker-Wire-Stranded-Conductor/dp/B07MHQ5ZBM/ref=sr_1_306?dib=eyJ2IjoiMSJ9.Wk8ijCrla7Kwk4y3t4KvyN-kDXfBpXcS753z47EEyXvoV7jxKD7UkiMRoHPyDXCEvxh4auHD282DhQrxVYTGIQTUokHGkHf1UWqTxhzh4ucoQcdlUwAbrp_FfxNOhwcZa1vyVNsyQltiYAdrD7lAWmy9O5RhoM6Q4RyhkgkvBTZ-4OT95bBuVhmQpt_xD1aNkDQaWW1cga7OtpxWt8uXYTmUYgpdgrKEttVXIGqh8Ng.Ng4OkK0vAqdQlxn2w8TCDZ0u3dA3CX3sGKa4PQaZuGM&dib_tag=se&keywords=car+speakers&qid=1760613818&refinements=p_36%3A4700-7200&sr=8-306&xpid=ca4jDVpnN1Llu
"Infinity REF-275tx 135W Reference Series Edge-Driven Textile Car Tweeters, 3/4""",Infinity,75 Watts,29000 Hz,RCA,Stereo,https://www.amazon.com/Infinity-REF-275tx-Reference-Edge-Driven-Tweeters/dp/B01E8OYLH6/ref=sr_1_170?dib=eyJ2IjoiMSJ9.dy7A8NmdMSpytW3-aQnPHlFPe1RZPoSL_khOsQiwrUbfn0qdbvw7GGRJ60O5Ayfl91upDUWh3mGud2uRw4rCxBr4vZf9SbB4XoRg0wx3APR-JIhRDR1tfrrF7iOUP1X7bxLI_VaT71OdpE1BVs4Z4veN15C7jjAhmWXUUqLR0MOpXvgsY3SuJXUFAOZxR4N2iieDBDI3Km7VmJc756BQpqVyHI-v0FXj-sdbsZchrXg.0B_booi1DXtrM2C3r36_FX3vkesvsKsifolp4cRWV8M&dib_tag=se&keywords=car+speakers&qid=1760613788&refinements=p_36%3A4700-7200&sr=8-170&xpid=ca4jDVpnN1Llu
BOSS R94 6x9 500W Car Audio Speakers + 2 6x9 Speaker Box Enclosures,BOSS Audio Systems,500 Watts,50 Hz,Coaxial,Stereo,https://www.amazon.com/BOSS-Audio-Speakers-Speaker-Enclosures/dp/B0157838U8/ref=sr_1_194?dib=eyJ2IjoiMSJ9.HEKNNYJAiriM6074sXMg9aYe0Jb8kWMp3b_k8xCqwaxv2J0kJ4ddd4EayR8YXE-qrDkvGqeAmJh5sXHN73ui59Y_k2xmSF4Ez5Ws8-YYK6RZR0cNMdEGQO_IJSm9mXsM6jpd9b9u7xOsFFxHgzVr65sFTX8odbZvAbNv__IOQVw2SN9td0dNDFxPqkSrpXCtkvxcaSrJyAx0p3Na5gWv___YDq7O-_LlTlwvPwF7unA.RCBVvFjILzZSUkRpsP7Nq3IbXXxoIBh2ISlVHIrLIME&dib_tag=se&keywords=car+speakers&qid=1760613791&refinements=p_36%3A4700-7200&sr=8-194&xpid=ca4jDVpnN1Llu
"Harmony Audio HA-65 Car Stereo Rhythm Series 6.5"" Replacement 300W Speakers & Grills",Harmony Audio,300 Watts,20000 Hz,Wired,Surround,https://www.amazon.com/Harmony-Audio-Stereo-Replacement-Speakers/dp/B0172DWVX6/ref=sr_1_147?dib=eyJ2IjoiMSJ9.P5lCmF2Kn5PHy40nWAsxS95SijicX-54MkyQe_Gi01yYSDVeuhiJGXsywf2nPJYvnMARrL54Lhc979ouwF3soQxWNOKG_qm8FCqxoOpvhDw0B7iEvfiPp1lwaGXkQ1dGb-rLg4EA6ocpFMYO20b7k3HB3_nOUAeVsbohiW2ArwrdI5WtQgdJbGLQKlBlC6ehbY6l7LbLX4Cd3z9zfcS_MvwDKXLQIX1MojFX-SiWcWs.or2qp14rtFaMK5NssyOi5mIDPAFflq3eL1BWLa2gh9I&dib_tag=se&keywords=car+speakers&qid=1760613782&refinements=p_36%3A4700-7200&sr=8-147&xpid=ca4jDVpnN1Llu
"Car Speakerphone B-PRO 2 Hands-Free kit, 6W Hi-Fi Speakers, with Bluetooth Automatic multipoint Cellphone Connection","2 x 3W Hifi, Automatic On/Off, Built-In Microphone, Noise Cancellation, Voice commands",VeoPulse,Bluetooth,Battery Powered,0.31 Kilograms,https://www.amazon.com/Speakerphone-VeoPulse-Bluetooth-Automatic-Connection/dp/B076QCH6CJ/ref=sr_1_212?dib=eyJ2IjoiMSJ9.B6cd9Sg_J8qNPNIEDfUf7RbquRulRSXYamr7ZRbgHz652KkDZAl8E9DtiB-8M2LWcxqNpex0Pgz_rulE7ALLxYRkKW-hVsxWKjR39AaJ4EvPTtsxYkjZoPOcGgzp8Xc7qOPvlMeMqrzbFMdADyPAxJJ5NTCqRpvjw7uNlfgrzhpPs6ZbYOVxHUXBDhGkVtbh2vNL03GNt2SHgw4cpTVnlNyNTu9cGmgGSVZRMejjV6E.zo1iKRb390e4Te6odiNAh9SisUlOybkgC6Gi1ero70k&dib_tag=se&keywords=car+speakers&qid=1760613797&refinements=p_36%3A4700-7200&sr=8-212&xpid=ca4jDVpnN1Llu
"RECOIL MX65 6.5-Inch 2-Way Pro Audio Midrange Coaxial Speakers with Built-in Bullet Tweeters 560 Watts Max Pair 4-Ohm Water Resistant, Grills Included",RECOIL,560 Watts,Coaxial,Stereo,Flush Mount,https://www.amazon.com/RECOIL-6-5-Inch-Midrange-Speakers-Resistant/dp/B0C77C3KXK/ref=sr_1_61?dib=eyJ2IjoiMSJ9.RYpZxcY0A2IQIo8ihT7TWMYPwChUuObsqI75_0jskhDkkRQFfVufuHRMALs-8EU1p7IzxQcb6vFNbB-i8a661ZcljYhaPyUUjznYdyY4kucwKnKjnN4zUR36q9KPds95LAf3MwGzUx-t-_VTZXRtpqUYzEe8JuojMYvy3DTbFk2U1tZi_nFJTT-7fsgTWqrI0_86FN_Z1yd2Rx0h6X_4_ACVv0Hsmk3_4rW0YJGAa0U.YjGkVdwrrbMjDcaX-y_tVOdS-JYbpO-nfzjVEjZbMN8&dib_tag=se&keywords=car+speakers&qid=1760613760&refinements=p_36%3A4700-7200&sr=8-61&xpid=ca4jDVpnN1Llu
Infinity REF-4032CFX Reference 4 Inch Two-Way Car Audio Speakers,Infinity,70 Watts,Coaxial,Stereo,Flush Mount,https://www.amazon.com/Infinity-REF-4032CFX-Reference-Speakers-REF4032CFX/dp/B081KBS6M1/ref=sr_1_131?dib=eyJ2IjoiMSJ9.Ayuwia_tgzvij6M6hC7Zk2sf9MS-ZlS-uEeQavhokyhV3H9kndKxDBhgmhEch0z-VpVAUQBg9IbfUCfQgET9X9D_bIjFfhgv8IEmpRG9ixlYU-_DhzTpDDtJrZpj42Ndr7_ETYnxjW7NvNUWhSObSQj0AXnN-DQwHHJl0EEgy2CdDEF_AasvDCjTpmwmOSfHFaisrU1GURrzayK9JGW-3GyFJYytffbhf7eEiJSTBRM.BjpH76pNtlh_dAMZmtj3w74EbAYD1VK2dppcemzF2Fs&dib_tag=se&keywords=car+speakers&qid=1760613777&refinements=p_36%3A4700-7200&sr=8-131&xpid=ca4jDVpnN1Llu
Infinity Reference 8632CFX 6x8 2-Way Car Speakers - Pair (Renewed),Infinity,180 Watts,Coaxial,Stereo,"Car Mount,Car Speakers,Coaxial",https://www.amazon.com/Infinity-Reference-8632CFX-2-Way-Speakers/dp/B08PNRVSLG/ref=sr_1_160?dib=eyJ2IjoiMSJ9.P5lCmF2Kn5PHy40nWAsxS95SijicX-54MkyQe_Gi01yYSDVeuhiJGXsywf2nPJYvnMARrL54Lhc979ouwF3soQxWNOKG_qm8FCqxoOpvhDw0B7iEvfiPp1lwaGXkQ1dGb-rLg4EA6ocpFMYO20b7k3HB3_nOUAeVsbohiW2ArwrdI5WtQgdJbGLQKlBlC6ehbY6l7LbLX4Cd3z9zfcS_MvwDKXLQIX1MojFX-SiWcWs.or2qp14rtFaMK5NssyOi5mIDPAFflq3eL1BWLa2gh9I&dib_tag=se&keywords=car+speakers&qid=1760613782&refinements=p_36%3A4700-7200&sr=8-160&xpid=ca4jDVpnN1Llu
Infinity REF-4032CFX Reference 4 Inch Two-Way Car Audio Speakers,Infinity,70 Watts,1000 MHz,Coaxial,Stereo,https://www.amazon.com/Infinity-Reference-REF-4032CFX-2-way-Speakers/dp/B07B8TKWS1/ref=sr_1_109?dib=eyJ2IjoiMSJ9.geNGvfH4P1kX7yGzm-aIjxypYKKa11V9EC2H_g-WkedwYuShLQDVU5PpShSaAcjEZ2TeY1Rsb_hzHvKENfoAnNLVBMP8IE7Nfp6UBEH6U9Kb8yFm7lY0GPzImHjdsbQNBharO3v5cPymkUJvEwpcu-57utLfYd8AAux7pYcd9_mWA4wIU7bSg_5P0OXYTSutzm6q3d8fnyGgguy219ErcjGnY03FwGOHvdI9o5FnDmc.x4FhHQxcvtIwJbT-Ut_9ZQYDxk4f8_ZmlznLDcsRNMg&dib_tag=se&keywords=car+speakers&qid=1760613769&refinements=p_36%3A4700-7200&sr=8-109&xpid=ca4jDVpnN1Llu
"JBL STAGE2 524 (STAGE2524) 420W Peak (70W RMS) 5.25"" Stage2 Series 2-Way Coaxial Car Speakers",JBL,420 Watts,Coaxial,Stereo,"Car Mount,Coaxial",https://www.amazon.com/JBL-STAGE2-STAGE2524-Coaxial-Speakers/dp/B0BPJLD71H/ref=sr_1_137?dib=eyJ2IjoiMSJ9.Ayuwia_tgzvij6M6hC7Zk2sf9MS-ZlS-uEeQavhokyhV3H9kndKxDBhgmhEch0z-VpVAUQBg9IbfUCfQgET9X9D_bIjFfhgv8IEmpRG9ixlYU-_DhzTpDDtJrZpj42Ndr7_ETYnxjW7NvNUWhSObSQj0AXnN-DQwHHJl0EEgy2CdDEF_AasvDCjTpmwmOSfHFaisrU1GURrzayK9JGW-3GyFJYytffbhf7eEiJSTBRM.BjpH76pNtlh_dAMZmtj3w74EbAYD1VK2dppcemzF2Fs&dib_tag=se&keywords=car+speakers&qid=1760613777&refinements=p_36%3A4700-7200&sr=8-137&xpid=ca4jDVpnN1Llu
Sony XS-GTF6938 Sony Dual Cone 6-Inch X 9-Inch 420 W 3-Way Speakers-Set of 2,None,None,None,None,None,https://www.amazon.com/Sony-XS-GTF6938-6-Inch-9-Inch-Speakers-Set/dp/B00DCEH6ZI/ref=sr_1_82?dib=eyJ2IjoiMSJ9.UNYjDf9k6HUlJ9o58kjye5A224Ux3FxzAG93b6pVCpjYXh-iOcAVdkHDxTjOjTUaPQu4SqwqctlFgRj4wUch659k4yezdiSO08Lfi89nWCf_UdbG2X56e260VdalTaYmkVra8qCUk6XJOlKjE0t80a1o9IsH2VvRTrj0bdmjlkVg5KMrTx_hRO13Nezaq-5K8j1nfk78GYhBxFVpc4Jp2m44ceXqQmV3CF2Q9cCTpcM.xlMsB7UgOM23QSXiZHPHZmMX_xU1ipM_FwcVh0Yyob8&dib_tag=se&keywords=car+speakers&qid=1760613764&refinements=p_36%3A4700-7200&sr=8-82&xpid=ca4jDVpnN1Llu
Infinity REF-6522EX Shallow-Mount 6-1/2 Inch Coaxial Car Speakers,Infinity,55 Watts,Coaxial,Surround,"Car Mount,Coaxial,Top Mount",https://www.amazon.com/Infinity-REF-6522EX-Shallow-Mount-Coaxial-Speakers/dp/B01FUZV7ZG/ref=sr_1_68?dib=eyJ2IjoiMSJ9.RYpZxcY0A2IQIo8ihT7TWMYPwChUuObsqI75_0jskhDkkRQFfVufuHRMALs-8EU1p7IzxQcb6vFNbB-i8a661ZcljYhaPyUUjznYdyY4kucwKnKjnN4zUR36q9KPds95LAf3MwGzUx-t-_VTZXRtpqUYzEe8JuojMYvy3DTbFk2U1tZi_nFJTT-7fsgTWqrI0_86FN_Z1yd2Rx0h6X_4_ACVv0Hsmk3_4rW0YJGAa0U.YjGkVdwrrbMjDcaX-y_tVOdS-JYbpO-nfzjVEjZbMN8&dib_tag=se&keywords=car+speakers&qid=1760613760&refinements=p_36%3A4700-7200&sr=8-68&xpid=ca4jDVpnN1Llu
Infinity Reference 5032CFX 5-1/4 2-Way Car Speakers - Pair (Renewed),Infinity,135 Watts,Coaxial,Stereo,Car Speakers,https://www.amazon.com/Infinity-Reference-5032CFX-2-Way-Speakers/dp/B08J3QZ1ZQ/ref=sr_1_301?dib=eyJ2IjoiMSJ9.Wk8ijCrla7Kwk4y3t4KvyN-kDXfBpXcS753z47EEyXvoV7jxKD7UkiMRoHPyDXCEvxh4auHD282DhQrxVYTGIQTUokHGkHf1UWqTxhzh4ucoQcdlUwAbrp_FfxNOhwcZa1vyVNsyQltiYAdrD7lAWmy9O5RhoM6Q4RyhkgkvBTZ-4OT95bBuVhmQpt_xD1aNkDQaWW1cga7OtpxWt8uXYTmUYgpdgrKEttVXIGqh8Ng.Ng4OkK0vAqdQlxn2w8TCDZ0u3dA3CX3sGKa4PQaZuGM&dib_tag=se&keywords=car+speakers&qid=1760613818&refinements=p_36%3A4700-7200&sr=8-301&xpid=ca4jDVpnN1Llu
"Sony XS-GTF1639 6-1/2"" 270 Watts Max Power 3-Way Full-Range Car Audio Coaxial Speakers Bundled with Earbuds",Sony,270 Watts,Coaxial,Stereo,"Car Mount,Coaxial",https://www.amazon.com/Sony-XS-GTF1639-Full-Range-Coaxial-Speakers/dp/B093TSB5MT/ref=sr_1_134?dib=eyJ2IjoiMSJ9.Ayuwia_tgzvij6M6hC7Zk2sf9MS-ZlS-uEeQavhokyhV3H9kndKxDBhgmhEch0z-VpVAUQBg9IbfUCfQgET9X9D_bIjFfhgv8IEmpRG9ixlYU-_DhzTpDDtJrZpj42Ndr7_ETYnxjW7NvNUWhSObSQj0AXnN-DQwHHJl0EEgy2CdDEF_AasvDCjTpmwmOSfHFaisrU1GURrzayK9JGW-3GyFJYytffbhf7eEiJSTBRM.BjpH76pNtlh_dAMZmtj3w74EbAYD1VK2dppcemzF2Fs&dib_tag=se&keywords=car+speakers&qid=1760613777&refinements=p_36%3A4700-7200&sr=8-134&xpid=ca4jDVpnN1Llu
"CT Sounds MESO65-4 6.5” Pro Audio Midrange Loudspeaker, 250 Watts RMS, Each",CT Sounds,500 Watts,wired,Surround,Car Mount,https://www.amazon.com/CT-Sounds-MESO65-4-Midrange-Loudspeaker/dp/B09883P48T/ref=sr_1_93?dib=eyJ2IjoiMSJ9.X8OJLg3LktNsTJzSEOpoeKXBXqVx_ItKRQaIRGZEk4zyK_qfFccfx4sqh9zKECs5itQ_1tbFAJrXrFtRcA8hi_apIdEUxb3Fi97EpwEQZCVFkMCQWJ4s7EhD07D9-EzKpX6GrjxBHbWfrG2oYktpHlpGLDYy7-JSgrLlPoUwNulMNpQb4m2cbo5qXQNKJ7InotfblXK9PL8rE7m265Y45TIry6pgBQNkd_HOcokFoB8.eDX_NDsyR8vkZYNcXhoksiKjNkNxOpjQYokBpLkD1ZQ&dib_tag=se&keywords=car+speakers&qid=1760613766&refinements=p_36%3A4700-7200&sr=8-93&xpid=ca4jDVpnN1Llu
"ORION Cobalt Series CB653 6.5” 3-Way Coaxial Car Speakers, 240W, 4 Ohms, Full Range, Enhanced Bass, Polypropylene Cone & Butyl Rubber Surround, Easy Install (Pair)",ORION,240 Watts,20 KHz,Wired,Stereo,https://www.amazon.com/CB653-Speakers-Enhanced-Polypropylene-Surround/dp/B00DD2ZCR8/ref=sr_1_8?dib=eyJ2IjoiMSJ9.oG6Knm9wBWFDHaBV-Hecq3Zg-552j0WHR8PqmN0FJ2bVje57b5UJjomuDzdPp8XHqowPmHYi8RlLufG0lu5PokJgcwI3Wm5JwNlCrYKFSKJFuFxOx6MYdN4QCvGJMjQPMAM9nhflb97jiPb1zCSCJV7SN1kVQTWGbNWUXfh_c1Ig219hkS_nzRInLtpfbJNOZvfYkAAg_fbzj3YajbIe41KC-3ucoFr2fP4qfWBYgIw.WlA-bP-1HM0MKALJxbNz1JowpPIkbhIX6M64qjZDKZQ&dib_tag=se&keywords=car+speakers&qid=1760613741&refinements=p_36%3A4700-7200&sr=8-8
"DS18 PRO-X694 BM Loudspeaker - 6x9, Midrange, Red Aluminum Bullet, 400W Max, 200W RMS, 4 Ohms Door Speakers Car,Truck and Motorcycle Stereo Sound System (1 Speaker) (Renewed)",DS18,550 Watts,Auxiliary,Stereo,Car,https://www.amazon.com/DS18-PRO-X694-BM-Loudspeaker-Motorcycle/dp/B0DF63FP3N/ref=sr_1_153?dib=eyJ2IjoiMSJ9.P5lCmF2Kn5PHy40nWAsxS95SijicX-54MkyQe_Gi01yYSDVeuhiJGXsywf2nPJYvnMARrL54Lhc979ouwF3soQxWNOKG_qm8FCqxoOpvhDw0B7iEvfiPp1lwaGXkQ1dGb-rLg4EA6ocpFMYO20b7k3HB3_nOUAeVsbohiW2ArwrdI5WtQgdJbGLQKlBlC6ehbY6l7LbLX4Cd3z9zfcS_MvwDKXLQIX1MojFX-SiWcWs.or2qp14rtFaMK5NssyOi5mIDPAFflq3eL1BWLa2gh9I&dib_tag=se&keywords=car+speakers&qid=1760613782&refinements=p_36%3A4700-7200&sr=8-153&xpid=ca4jDVpnN1Llu
